N,P,K,temperature,humidity,ph,rainfall,label
31.78,49.04,20.24,30.45,71.86,7.21,70.48,blackgram
28.71,145.0,190.63,20.3,87.37,5.43,120.42,apple
20.83,21.25,22.58,31.25,52.25,6.09,92.5,mango
83.75,73.59,31.8,26.76,79.95,5.37,94.91,banana
14.66,125.5,205.0,25.24,92.98,5.89,92.17,apple
116.66,47.21,39.66,23.05,74.79,7.0,85.06,cotton
88.23,35.81,61.44,24.95,88.01,6.17,169.64,rice
29.01,68.01,28.01,32.35,70.92,7.65,38.64,blackgram
88.91,11.94,52.87,32.53,92.69,6.43,44.01,muskmelon
89.6,13.64,49.04,25.63,89.38,6.69,63.34,watermelon
92.66,32.03,28.63,25.05,68.37,7.87,152.51,coffee
109.68,13.17,51.11,25.78,91.95,6.59,55.88,watermelon
72.13,41.47,38.55,27.55,81.87,7.24,181.76,jute
49.39,85.72,94.12,17.49,14.0,6.84,71.81,chickpea
70.78,43.5,39.35,24.65,81.47,6.05,211.29,jute
21.22,43.61,22.44,25.12,83.92,6.3,56.61,mungbean
29.05,142.48,179.0,25.69,82.52,6.64,50.56,grapes
68.1,42.39,43.04,28.35,69.82,6.44,161.87,jute
20.82,46.62,15.61,27.7,78.04,6.76,20.0,mungbean
26.65,143.31,164.63,20.34,86.77,6.05,98.98,apple
30.01,137.27,189.7,23.56,76.76,6.12,77.6,grapes
19.38,24.04,33.93,23.31,94.2,6.14,130.93,coconut
10.05,50.99,15.93,27.98,53.39,3.5,46.97,mothbeans
61.39,59.09,20.13,21.41,57.25,5.12,69.93,maize
23.46,12.89,28.95,26.81,89.92,5.16,268.9,coconut
23.49,21.08,49.25,23.33,94.11,5.64,107.49,pomegranate
77.54,65.14,37.9,18.52,74.64,6.7,147.35,jute
92.21,89.3,65.74,26.37,77.21,5.99,100.7,banana
19.84,76.11,16.33,23.99,40.67,5.13,127.49,pigeonpeas
29.32,66.78,17.94,25.32,47.39,7.71,75.03,blackgram
77.74,35.91,21.33,24.19,89.02,6.77,214.14,rice
20.97,55.94,18.02,27.94,59.49,5.41,113.85,pigeonpeas
20.97,27.71,31.19,26.62,50.43,5.4,97.47,mango
16.82,12.98,28.78,26.45,78.08,6.68,71.91,pomegranate
24.48,134.32,185.33,24.7,81.33,6.17,54.35,grapes
25.83,136.94,176.22,20.98,91.91,5.93,122.78,apple
51.62,69.89,13.36,32.17,77.71,7.05,53.03,blackgram
16.35,15.2,9.93,25.25,94.53,7.09,125.22,orange
79.96,34.56,17.22,21.23,67.57,5.92,115.62,maize
84.53,27.39,26.43,28.67,72.24,6.88,129.18,coffee
88.01,19.63,52.19,30.21,97.21,6.13,20.0,muskmelon
22.19,60.15,18.53,21.69,22.89,5.82,129.62,kidneybeans
22.88,135.32,205.0,27.43,88.1,6.19,80.61,grapes
15.81,70.53,28.77,25.83,40.97,5.59,136.65,pigeonpeas
92.85,30.67,32.23,23.56,42.86,6.44,127.6,coffee
20.82,32.89,11.11,23.88,90.95,6.51,147.5,orange
82.84,84.98,46.65,23.33,77.5,5.74,134.11,banana
27.71,26.03,33.04,29.76,47.82,5.8,90.7,mango
18.06,131.04,199.48,19.52,75.38,5.99,87.25,grapes
17.73,68.29,25.22,21.56,64.39,6.96,67.25,lentil
